beatid;melid;chord;Root_pitch;chord_info;chord_map;triad;added_note
108594;371;Ab6;G#;6;6;M;6
108598;371;Gm7b5;G;m7b5;-7b5;half;m7
108600;371;C7;C;7;7;M;m7
108602;371;F7;F;7;7;M;m7
108618;371;Bb7;A#;7;7;M;m7
108634;371;F-7;F;-7;-7;-;m7
108638;371;Gm7b5;G;m7b5;-7b5;half;m7
108640;371;C7;C;7;7;M;m7
108642;371;F-7;F;-7;-7;-;m7
108646;371;Bb-7;A#;-7;-7;-;m7
108648;371;Eb7;D#;7;7;M;m7
108650;371;Ab6;G#;6;6;M;6
108652;371;G7;G;7;7;M;m7
108654;371;Gb7;F#;7;7;M;m7
108656;371;F7;F;7;7;M;m7
108658;371;Bb7;A#;7;7;M;m7
108660;371;Eb7;D#;7;7;M;m7
108662;371;Ab6;G#;6;6;M;6
108666;371;F7;F;7;7;M;m7
108682;371;Bb7;A#;7;7;M;m7
108698;371;Eb7;D#;7;7;M;m7
108714;371;Ab6;G#;6;6;M;6
108718;371;Bb-7;A#;-7;-7;-;m7
108720;371;Eb7;D#;7;7;M;m7
108722;371;Ab6;G#;6;6;M;6
108726;371;Gm7b5;G;m7b5;-7b5;half;m7
108728;371;C7;C;7;7;M;m7
108730;371;F7;F;7;7;M;m7
108746;371;Bb7;A#;7;7;M;m7
108760;371;C7;C;7;7;M;m7
108762;371;F-7;F;-7;-7;-;m7
108766;371;Gm7b5;G;m7b5;-7b5;half;m7
108768;371;C7;C;7;7;M;m7
108770;371;F-7;F;-7;-7;-;m7
108774;371;Gm7b5;G;m7b5;-7b5;half;m7
108776;371;C7;C;7;7;M;m7
108778;371;Ab7;G#;7;7;M;m7
108780;371;G7;G;7;7;M;m7
108782;371;Gb7;F#;7;7;M;m7
108784;371;F7;F;7;7;M;m7
108786;371;Bb7;A#;7;7;M;m7
108788;371;Eb7;D#;7;7;M;m7
108790;371;Ab6;G#;6;6;M;6
108794;371;Ab6;G#;6;6;M;6
108801;372;Bb6;A#;6;6;M;6
108809;372;Eb79;D#;79;7;M;m7
108817;372;C7;C;7;7;M;m7
108821;372;C-7;C;-7;-7;-;m7
108823;372;F7;F;7;7;M;m7
108825;372;Bb6;A#;6;6;M;6
108827;372;G7;G;7;7;M;m7
108829;372;C-7;C;-7;-7;-;m7
108831;372;F7;F;7;7;M;m7
108833;372;Bb6;A#;6;6;M;6
108841;372;Eb79;D#;79;7;M;m7
108849;372;C7;C;7;7;M;m7
108853;372;C-7;C;-7;-7;-;m7
108855;372;F7;F;7;7;M;m7
108857;372;Bb6;A#;6;6;M;6
108865;372;F-7;F;-7;-7;-;m7
108867;372;Bb7;A#;7;7;M;m7
108873;372;Eb6;D#;6;6;M;6
108881;372;G-7;G;-7;-7;-;m7
108883;372;C7;C;7;7;M;m7
108889;372;F7;F;7;7;M;m7
108897;372;Bb6;A#;6;6;M;6
108905;372;Eb79;D#;79;7;M;m7
108913;372;C7;C;7;7;M;m7
108917;372;C-7;C;-7;-7;-;m7
108919;372;F7;F;7;7;M;m7
108921;372;Bb6;A#;6;6;M;6
108929;372;Bb6;A#;6;6;M;6
108937;372;Eb79;D#;79;7;M;m7
108945;372;C7;C;7;7;M;m7
108949;372;C-7;C;-7;-7;-;m7
108951;372;F7;F;7;7;M;m7
108953;372;Bb6;A#;6;6;M;6
108955;372;G7;G;7;7;M;m7
108957;372;C-7;C;-7;-7;-;m7
108959;372;F7;F;7;7;M;m7
108961;372;Bb6;A#;6;6;M;6
108969;372;Eb79;D#;79;7;M;m7
108977;372;C7;C;7;7;M;m7
108981;372;C-7;C;-7;-7;-;m7
108983;372;F7;F;7;7;M;m7
108985;372;Bb6;A#;6;6;M;6
108993;372;F-7;F;-7;-7;-;m7
108995;372;Bb7;A#;7;7;M;m7
109001;372;Eb6;D#;6;6;M;6
109009;372;G-7;G;-7;-7;-;m7
109011;372;C7;C;7;7;M;m7
109017;372;F7;F;7;7;M;m7
109025;372;Bb6;A#;6;6;M;6
109033;372;Eb79;D#;79;7;M;m7
109041;372;C7;C;7;7;M;m7
109045;372;C-7;C;-7;-7;-;m7
109047;372;F7;F;7;7;M;m7
109049;372;Bb6;A#;6;6;M;6
109057;372;Bb6;A#;6;6;M;6
109063;373;NC;N;No Chord;C;none;none
109071;373;Bb;A#;;;M;none
109073;373;D7;D;7;7;M;m7
109075;373;G7;G;7;7;M;m7
109079;373;C7;C;7;7;M;m7
109083;373;C7;C;7;7;M;m7
109087;373;F7;F;7;7;M;m7
109089;373;F#o;F#;o;o;o;none
109091;373;G-;G;-;-;-;none
109095;373;C7;C;7;7;M;m7
109099;373;F7;F;7;7;M;m7
109103;373;Bb;A#;;;M;none
109105;373;D7;D;7;7;M;m7
109107;373;G7;G;7;7;M;m7
109111;373;C-;C;-;-;-;none
109113;373;Eb;D#;;;M;none
109115;373;D7;D;7;7;M;m7
109119;373;Eb;D#;;;M;none
109121;373;Eo;E;o;o;o;none
109123;373;Bb;A#;;;M;none
109125;373;G7;G;7;7;M;m7
109127;373;C7;C;7;7;M;m7
109129;373;F7;F;7;7;M;m7
109131;373;Bb;A#;;;M;none
109133;373;G7;G;7;7;M;m7
109135;373;C7;C;7;7;M;m7
109137;373;F7;F;7;7;M;m7
109139;373;Bb;A#;;;M;none
109143;373;Bb;A#;;;M;none
109146;374;F;F;;;M;none
109148;374;C7;C;7;7;M;m7
109150;374;F;F;;;M;none
109151;374;F7;F;7;7;M;m7
109152;374;Bb;A#;;;M;none
109153;374;Bb-;A#;-;-;-;none
109154;374;F;F;;;M;none
109158;374;D-;D;-;-;-;none
109160;374;A7;A;7;7;M;m7
109162;374;D-;D;-;-;-;none
109164;374;F7;F;7;7;M;m7
109166;374;Bb;A#;;;M;none
109168;374;A7;A;7;7;M;m7
109169;374;Ab7;G#;7;7;M;m7
109170;374;G7;G;7;7;M;m7
109172;374;C7;C;7;7;M;m7
109174;374;F;F;;;M;none
109180;374;C7;C;7;7;M;m7
109182;374;F;F;;;M;none
109183;374;F7;F;7;7;M;m7
109184;374;Bb;A#;;;M;none
109185;374;Bb-;A#;-;-;-;none
109186;374;F;F;;;M;none
109188;374;D-7;D;-7;-7;-;m7
109190;374;A-;A;-;-;-;none
109192;374;E7;E;7;7;M;m7
109194;374;A-;A;-;-;-;none
109198;374;Fo;F;o;o;o;none
109200;374;E7;E;7;7;M;m7
109202;374;C-6/Eb;C;-6/Eb;-6;-;6
109204;374;D7;D;7;7;M;m7
109206;374;Bb-/Db;A#;-/Db;-;-;none
109208;374;C7;C;7;7;M;m7
109210;374;F;F;;;M;none
109212;374;F7;F;7;7;M;m7
109214;374;Bb;A#;;;M;none
109222;374;Bb-;A#;-;-;-;none
109226;374;C7;C;7;7;M;m7
109230;374;G7;G;7;7;M;m7
109234;374;C7;C;7;7;M;m7
109236;374;C7;C;7;7;M;m7
109238;374;F;F;;;M;none
109246;375;NC;N;No Chord;C;none;none
109263;375;Db7;C#;7;7;M;m7
109279;375;Bb7;A#;7;7;M;m7
109295;375;Ab;G#;;;M;none
109303;375;C7;C;7;7;M;m7
109307;375;F-7;F;-7;-7;-;m7
109311;375;Bb7;A#;7;7;M;m7
109319;375;Eb7;D#;7;7;M;m7
109323;375;Ab7;G#;7;7;M;m7
109327;375;Db7;C#;7;7;M;m7
109343;375;Bb7;A#;7;7;M;m7
109359;375;Ab;G#;;;M;none
109363;375;F7;F;7;7;M;m7
109367;375;Bb-7;A#;-7;-7;-;m7
109375;375;Bbm7b5;A#;m7b5;-7b5;half;m7
109379;375;Eb7;D#;7;7;M;m7
109383;375;Ab;G#;;;M;none
109391;375;Db7;C#;7;7;M;m7
109392;376;Bb7;A#;7;7;M;m7
109393;376;F7;F;7;7;M;m7
109395;376;Bb7;A#;7;7;M;m7
109399;376;Eb7;D#;7;7;M;m7
109403;376;Bb7;A#;7;7;M;m7
109411;376;Eb7;D#;7;7;M;m7
109419;376;Bb7;A#;7;7;M;m7
109427;376;F7;F;7;7;M;m7
109435;376;Bb7;A#;7;7;M;m7
109437;376;Eb7;D#;7;7;M;m7
109439;376;Bb7;A#;7;7;M;m7
109441;376;F7;F;7;7;M;m7
109443;376;Bb7;A#;7;7;M;m7
109447;376;Eb7;D#;7;7;M;m7
109451;376;Bb7;A#;7;7;M;m7
109459;376;Eb7;D#;7;7;M;m7
109467;376;Bb7;A#;7;7;M;m7
109475;376;F7;F;7;7;M;m7
109483;376;Bb7;A#;7;7;M;m7
109485;376;Eb7;D#;7;7;M;m7
109487;376;Bb7;A#;7;7;M;m7
109491;377;Am7b5;A;m7b5;-7b5;half;m7
109492;377;G-;G;-;-;-;none
109500;377;G-;G;-;-;-;none
109502;377;D7;D;7;7;M;m7
109504;377;G-;G;-;-;-;none
109506;377;D7;D;7;7;M;m7
109508;377;G-;G;-;-;-;none
109510;377;D7;D;7;7;M;m7
109512;377;G-;G;-;-;-;none
109514;377;G7;G;7;7;M;m7
109516;377;C-;C;-;-;-;none
109520;377;C-;C;-;-;-;none
109524;377;Am7b5;A;m7b5;-7b5;half;m7
109528;377;D7;D;7;7;M;m7
109532;377;G-;G;-;-;-;none
109536;377;G-;G;-;-;-;none
109540;377;G-;G;-;-;-;none
109544;377;C-7;C;-7;-7;-;m7
109546;377;F7;F;7;7;M;m7
109548;377;Bbj7;A#;j7;j7;M;j7
109550;377;Eb7;D#;7;7;M;m7
109552;377;Am7b5;A;m7b5;-7b5;half;m7
109554;377;D7;D;7;7;M;m7
109556;377;G-;G;-;-;-;none
109560;377;Am7b5;A;m7b5;-7b5;half;m7
109562;377;D7;D;7;7;M;m7
109564;377;G-;G;-;-;-;none
109568;377;G-;G;-;-;-;none
109572;377;G-;G;-;-;-;none
109576;377;G-;G;-;-;-;none
109578;377;G7;G;7;7;M;m7
109580;377;C-;C;-;-;-;none
109584;377;C-;C;-;-;-;none
109588;377;Am7b5;A;m7b5;-7b5;half;m7
109592;377;D7;D;7;7;M;m7
109596;377;G-;G;-;-;-;none
109600;377;G-;G;-;-;-;none
109604;377;G-;G;-;-;-;none
109608;377;G-7;G;-7;-7;-;m7
109611;377;F7;F;7;7;M;m7
109612;377;Bbj7;A#;j7;j7;M;j7
109614;377;Eb7;D#;7;7;M;m7
109616;377;Am7b5;A;m7b5;-7b5;half;m7
109618;377;D7;D;7;7;M;m7
109620;377;G-;G;-;-;-;none
109624;377;Am7b5;A;m7b5;-7b5;half;m7
109626;377;D7;D;7;7;M;m7
109628;377;G-;G;-;-;-;none
109632;377;G-;G;-;-;-;none
109636;377;G-;G;-;-;-;none
109640;377;G-;G;-;-;-;none
109642;377;G7;G;7;7;M;m7
109644;377;C-;C;-;-;-;none
109648;377;C-;C;-;-;-;none
109652;377;Am7b5;A;m7b5;-7b5;half;m7
109656;377;D7;D;7;7;M;m7
109660;377;G-;G;-;-;-;none
109664;377;G-;G;-;-;-;none
109668;377;G-;G;-;-;-;none
109672;377;C-7;C;-7;-7;-;m7
109674;377;F7;F;7;7;M;m7
109676;377;Bbj7;A#;j7;j7;M;j7
109678;377;Eb7;D#;7;7;M;m7
109680;377;Am7b5;A;m7b5;-7b5;half;m7
109682;377;D7;D;7;7;M;m7
109684;377;G-;G;-;-;-;none
109688;377;Am7b5;A;m7b5;-7b5;half;m7
109690;377;D7;D;7;7;M;m7
109692;377;G-;G;-;-;-;none
109696;377;G-;G;-;-;-;none
109700;377;G-;G;-;-;-;none
109704;377;G-;G;-;-;-;none
109708;377;C-;C;-;-;-;none
109712;377;C-;C;-;-;-;none
109716;377;Am7b5;A;m7b5;-7b5;half;m7
109720;377;D7;D;7;7;M;m7
109724;377;G-;G;-;-;-;none
109728;377;G-;G;-;-;-;none
109732;377;G-;G;-;-;-;none
109736;377;C-7;C;-7;-7;-;m7
109738;377;F7;F;7;7;M;m7
109740;377;Bbj7;A#;j7;j7;M;j7
109742;377;Eb7;D#;7;7;M;m7
109744;377;Am7b5;A;m7b5;-7b5;half;m7
109746;377;D7;D;7;7;M;m7
109758;377;G-7;G;-7;-7;-;m7
109764;378;F-7;F;-7;-7;-;m7
109768;378;C79#;C;79#;7;M;m7
109772;378;F-7;F;-7;-7;-;m7
109776;378;F79b;F;79b;7;M;m7
109780;378;Bb-7;A#;-7;-7;-;m7
109784;378;F79#;F;79#;7;M;m7
109788;378;Bb-7;A#;-7;-7;-;m7
109796;378;Dbj7;C#;j7;j7;M;j7
109800;378;D-7;D;-7;-7;-;m7
109802;378;G7;G;7;7;M;m7
109804;378;Cj7;C;j7;j7;M;j7
109808;378;Db-7;C#;-7;-7;-;m7
109810;378;Gb7;F#;7;7;M;m7
109812;378;Bj7;B;j7;j7;M;j7
109816;378;C-7;C;-7;-7;-;m7
109818;378;F7;F;7;7;M;m7
109820;378;Bbj7;A#;j7;j7;M;j7
109828;378;Bb-7;A#;-7;-7;-;m7
109832;378;Eb7;D#;7;7;M;m7
109836;378;Abj7;G#;j7;j7;M;j7
109840;378;Gm7b5;G;m7b5;-7b5;half;m7
109842;378;C7;C;7;7;M;m7
109844;378;F-7;F;-7;-7;-;m7
109848;378;C79#;C;79#;7;M;m7
109852;378;F-7;F;-7;-7;-;m7
109856;378;F79b;F;79b;7;M;m7
109860;378;Bb-7;A#;-7;-7;-;m7
109864;378;F79#;F;79#;7;M;m7
109868;378;Bb-7;A#;-7;-7;-;m7
109876;378;Dbj7;C#;j7;j7;M;j7
109880;378;Dm7b5;D;m7b5;-7b5;half;m7
109882;378;G7;G;7;7;M;m7
109884;378;Cm7b5;C;m7b5;-7b5;half;m7
109886;378;Gb7;F#;7;7;M;m7
109888;378;F7;F;7;7;M;m7
109890;378;B7;B;7;7;M;m7
109892;378;Bb-7;A#;-7;-7;-;m7
109896;378;Eb7;D#;7;7;M;m7
109900;378;Ab6;G#;6;6;M;6
109904;378;Gm7b5;G;m7b5;-7b5;half;m7
109906;378;C79b;C;79b;7;M;m7
109908;378;F-7;F;-7;-7;-;m7
109912;378;C79#;C;79#;7;M;m7
109916;378;F-7;F;-7;-7;-;m7
109920;378;F79b;F;79b;7;M;m7
109924;378;Bb-7;A#;-7;-7;-;m7
109928;378;F79#;F;79#;7;M;m7
109932;378;Bb-7;A#;-7;-7;-;m7
109940;378;Dbj7;C#;j7;j7;M;j7
109944;378;D-7;D;-7;-7;-;m7
109946;378;G7;G;7;7;M;m7
109948;378;Cj7;C;j7;j7;M;j7
109952;378;Db-7;C#;-7;-7;-;m7
109954;378;Gb7;F#;7;7;M;m7
109956;378;Bj7;B;j7;j7;M;j7
109960;378;C-7;C;-7;-7;-;m7
109962;378;F7;F;7;7;M;m7
109964;378;Bbj7;A#;j7;j7;M;j7
109972;378;Bb-7;A#;-7;-7;-;m7
109976;378;Eb7;D#;7;7;M;m7
109980;378;Abj7;G#;j7;j7;M;j7
109984;378;Gm7b5;G;m7b5;-7b5;half;m7
109986;378;C7;C;7;7;M;m7
109988;378;F-7;F;-7;-7;-;m7
109992;378;C79#;C;79#;7;M;m7
109996;378;F-7;F;-7;-7;-;m7
110000;378;F79b;F;79b;7;M;m7
110004;378;Bb-7;A#;-7;-7;-;m7
110008;378;F79#;F;79#;7;M;m7
110012;378;Bb-7;A#;-7;-7;-;m7
110020;378;Dbj7;C#;j7;j7;M;j7
110024;378;Dm7b5;D;m7b5;-7b5;half;m7
110026;378;G7;G;7;7;M;m7
110028;378;Cm7b5;C;m7b5;-7b5;half;m7
110030;378;Gb7;F#;7;7;M;m7
110032;378;F7;F;7;7;M;m7
110034;378;B7;B;7;7;M;m7
110036;378;Bb-7;A#;-7;-7;-;m7
110040;378;Eb7;D#;7;7;M;m7
110044;378;Ab6;G#;6;6;M;6
110048;378;Gm7b5;G;m7b5;-7b5;half;m7
110050;378;C79b;C;79b;7;M;m7
110052;378;F-7;F;-7;-7;-;m7
110056;378;C79#;C;79#;7;M;m7
110060;378;F-7;F;-7;-7;-;m7
110064;378;F79b;F;79b;7;M;m7
110068;378;Bb-7;A#;-7;-7;-;m7
110072;378;F79#;F;79#;7;M;m7
110076;378;Bb-7;A#;-7;-7;-;m7
110084;378;Dbj7;C#;j7;j7;M;j7
110088;378;D-7;D;-7;-7;-;m7
110090;378;G7;G;7;7;M;m7
110092;378;Cj7;C;j7;j7;M;j7
110096;378;Db-7;C#;-7;-7;-;m7
110098;378;Gb7;F#;7;7;M;m7
110100;378;Cbj7;B;j7;j7;M;j7
110104;378;C-7;C;-7;-7;-;m7
110106;378;F7;F;7;7;M;m7
110108;378;Bbj7;A#;j7;j7;M;j7
110116;378;Bb-7;A#;-7;-7;-;m7
110120;378;Eb7;D#;7;7;M;m7
110124;378;Abj7;G#;j7;j7;M;j7
110128;378;Gm7b5;G;m7b5;-7b5;half;m7
110130;378;C7;C;7;7;M;m7
110132;378;F-7;F;-7;-7;-;m7
110136;378;C79#;C;79#;7;M;m7
110140;378;F-7;F;-7;-7;-;m7
110144;378;F79b;F;79b;7;M;m7
110148;378;Bb-7;A#;-7;-7;-;m7
110152;378;F79#;F;79#;7;M;m7
110156;378;Bb-7;A#;-7;-7;-;m7
110164;378;Dbj7;C#;j7;j7;M;j7
110168;378;Dm7b5;D;m7b5;-7b5;half;m7
110170;378;G7;G;7;7;M;m7
110172;378;Cm7b5;C;m7b5;-7b5;half;m7
110174;378;Gb7;F#;7;7;M;m7
110176;378;F7;F;7;7;M;m7
110178;378;B7;B;7;7;M;m7
110180;378;Bb-7;A#;-7;-7;-;m7
110184;378;Eb7;D#;7;7;M;m7
110188;378;Ab6;G#;6;6;M;6
110192;378;Gm7b5;G;m7b5;-7b5;half;m7
110194;378;C7;C;7;7;M;m7
110196;378;F-7;F;-7;-7;-;m7
110197;379;NC;N;No Chord;C;none;none
110200;379;Bb7;A#;7;7;M;m7
110204;379;Eb7;D#;7;7;M;m7
110208;379;Bb7;A#;7;7;M;m7
110216;379;Eb7;D#;7;7;M;m7
110224;379;Bb7;A#;7;7;M;m7
110232;379;F7;F;7;7;M;m7
110236;379;Eb7;D#;7;7;M;m7
110240;379;Bb7;A#;7;7;M;m7
110244;379;F7;F;7;7;M;m7
110248;379;Bb7;A#;7;7;M;m7
110252;379;Eb7;D#;7;7;M;m7
110256;379;Bb7;A#;7;7;M;m7
110264;379;Eb7;D#;7;7;M;m7
110272;379;Bb7;A#;7;7;M;m7
110280;379;F7;F;7;7;M;m7
110284;379;Eb7;D#;7;7;M;m7
110288;379;Bb7;A#;7;7;M;m7
110292;379;F7;F;7;7;M;m7
110296;379;Bb7;A#;7;7;M;m7
110300;379;Eb7;D#;7;7;M;m7
110304;379;Bb7;A#;7;7;M;m7
110312;379;Eb7;D#;7;7;M;m7
110320;379;Bb7;A#;7;7;M;m7
110328;379;F7;F;7;7;M;m7
110332;379;Eb7;D#;7;7;M;m7
110336;379;Bb7;A#;7;7;M;m7
110340;379;F7;F;7;7;M;m7
110344;379;Bb7;A#;7;7;M;m7
110348;379;Eb7;D#;7;7;M;m7
110352;379;Bb7;A#;7;7;M;m7
110360;379;Eb7;D#;7;7;M;m7
110368;379;Bb7;A#;7;7;M;m7
110376;379;F7;F;7;7;M;m7
110380;379;Eb7;D#;7;7;M;m7
110384;379;Bb7;A#;7;7;M;m7
110388;379;F7;F;7;7;M;m7
110392;379;Bb7;A#;7;7;M;m7
110396;379;Eb7;D#;7;7;M;m7
110400;379;Bb7;A#;7;7;M;m7
110408;379;Eb7;D#;7;7;M;m7
110416;379;Bb7;A#;7;7;M;m7
110424;379;F7;F;7;7;M;m7
110428;379;Eb7;D#;7;7;M;m7
110432;379;Bb7;A#;7;7;M;m7
110436;379;F7;F;7;7;M;m7
110440;379;Bb7;A#;7;7;M;m7
110444;379;Eb7;D#;7;7;M;m7
110446;380;Bb7;A#;7;7;M;m7
110450;380;Eb7;D#;7;7;M;m7
110454;380;Bb7;A#;7;7;M;m7
110462;380;Eb7;D#;7;7;M;m7
110470;380;Bb7;A#;7;7;M;m7
110478;380;C-7;C;-7;-7;-;m7
110482;380;F7;F;7;7;M;m7
110486;380;Bb7;A#;7;7;M;m7
110494;380;Bb7;A#;7;7;M;m7
110498;380;Eb7;D#;7;7;M;m7
110502;380;Bb7;A#;7;7;M;m7
110510;380;Eb7;D#;7;7;M;m7
110518;380;Bb7;A#;7;7;M;m7
110526;380;C-7;C;-7;-7;-;m7
110530;380;F7;F;7;7;M;m7
110534;380;Bb7;A#;7;7;M;m7
110543;381;NC;N;No Chord;C;none;none
110546;381;Bb7;A#;7;7;M;m7
110550;381;Eb7;D#;7;7;M;m7
110554;381;Bb7;A#;7;7;M;m7
110562;381;Eb7;D#;7;7;M;m7
110570;381;Bb7;A#;7;7;M;m7
110574;381;D-7;D;-7;-7;-;m7
110576;381;G7;G;7;7;M;m7
110578;381;C-7;C;-7;-7;-;m7
110582;381;F7;F;7;7;M;m7
110586;381;Bb7;A#;7;7;M;m7
110590;381;F7;F;7;7;M;m7
110594;381;Bb7;A#;7;7;M;m7
110598;381;Eb7;D#;7;7;M;m7
110602;381;Bb7;A#;7;7;M;m7
110610;381;Eb7;D#;7;7;M;m7
110618;381;Bb7;A#;7;7;M;m7
110622;381;D-7;D;-7;-7;-;m7
110624;381;G7;G;7;7;M;m7
110626;381;C-7;C;-7;-7;-;m7
110630;381;F7;F;7;7;M;m7
110634;381;Bb7;A#;7;7;M;m7
110638;381;F7;F;7;7;M;m7
110642;381;Bb7;A#;7;7;M;m7
110646;381;Eb7;D#;7;7;M;m7
110650;382;Gj7;G;j7;j7;M;j7
110654;382;G6;G;6;6;M;6
110658;382;Gj7;G;j7;j7;M;j7
110662;382;G6;G;6;6;M;6
110666;382;G-7;G;-7;-7;-;m7
110670;382;G-6;G;-6;-6;-;6
110674;382;G-7;G;-7;-7;-;m7
110678;382;G-6;G;-6;-6;-;6
110682;382;Am7b5;A;m7b5;-7b5;half;m7
110686;382;D7;D;7;7;M;m7
110690;382;Bm7b5;B;m7b5;-7b5;half;m7
110694;382;E7;E;7;7;M;m7
110698;382;A-7;A;-7;-7;-;m7
110702;382;D7;D;7;7;M;m7
110706;382;Gj7;G;j7;j7;M;j7
110714;382;C-7;C;-7;-7;-;m7
110718;382;F7;F;7;7;M;m7
110722;382;Bbj7;A#;j7;j7;M;j7
110726;382;G-7;G;-7;-7;-;m7
110730;382;C-7;C;-7;-7;-;m7
110734;382;F7;F;7;7;M;m7
110738;382;Bbj7;A#;j7;j7;M;j7
110746;382;A-7;A;-7;-7;-;m7
110750;382;D7;D;7;7;M;m7
110754;382;Gj7;G;j7;j7;M;j7
110762;382;F#-7;F#;-7;-7;-;m7
110766;382;B7;B;7;7;M;m7
110770;382;Ej7;E;j7;j7;M;j7
110774;382;A-7;A;-7;-7;-;m7
110776;382;D7;D;7;7;M;m7
110778;382;Gj7;G;j7;j7;M;j7
110782;382;G6;G;6;6;M;6
110786;382;Gj7;G;j7;j7;M;j7
110790;382;G6;G;6;6;M;6
110794;382;G-7;G;-7;-7;-;m7
110798;382;G-6;G;-6;-6;-;6
110802;382;G-7;G;-7;-7;-;m7
110806;382;G-6;G;-6;-6;-;6
110810;382;Am7b5;A;m7b5;-7b5;half;m7
110814;382;D7;D;7;7;M;m7
110818;382;Bm7b5;B;m7b5;-7b5;half;m7
110822;382;E7;E;7;7;M;m7
110826;382;A-7;A;-7;-7;-;m7
110830;382;D7;D;7;7;M;m7
110834;382;Gj7;G;j7;j7;M;j7
110842;382;Gj7;G;j7;j7;M;j7
110846;382;G6;G;6;6;M;6
110850;382;Gj7;G;j7;j7;M;j7
110854;382;G6;G;6;6;M;6
110858;382;G-7;G;-7;-7;-;m7
110862;382;G-6;G;-6;-6;-;6
110866;382;G-7;G;-7;-7;-;m7
110870;382;G-6;G;-6;-6;-;6
110874;382;Am7b5;A;m7b5;-7b5;half;m7
110878;382;D7;D;7;7;M;m7
110882;382;Bm7b5;B;m7b5;-7b5;half;m7
110886;382;E7;E;7;7;M;m7
110890;382;A-7;A;-7;-7;-;m7
110894;382;D7;D;7;7;M;m7
110898;382;Gj7;G;j7;j7;M;j7
110906;382;C-7;C;-7;-7;-;m7
110910;382;F7;F;7;7;M;m7
110914;382;Bbj7;A#;j7;j7;M;j7
110918;382;G-7;G;-7;-7;-;m7
110922;382;C-7;C;-7;-7;-;m7
110926;382;F7;F;7;7;M;m7
110930;382;Bbj7;A#;j7;j7;M;j7
110938;382;A-7;A;-7;-7;-;m7
110942;382;D7;D;7;7;M;m7
110946;382;Gj7;G;j7;j7;M;j7
110954;382;F#-7;F#;-7;-7;-;m7
110958;382;B7;B;7;7;M;m7
110962;382;Ej7;E;j7;j7;M;j7
110966;382;A-7;A;-7;-7;-;m7
110968;382;D7;D;7;7;M;m7
110970;382;Gj7;G;j7;j7;M;j7
110974;382;G6;G;6;6;M;6
110978;382;Gj7;G;j7;j7;M;j7
110982;382;G6;G;6;6;M;6
110986;382;G-7;G;-7;-7;-;m7
110990;382;G-6;G;-6;-6;-;6
110994;382;G-7;G;-7;-7;-;m7
110998;382;G-6;G;-6;-6;-;6
111002;382;Am7b5;A;m7b5;-7b5;half;m7
111006;382;D7;D;7;7;M;m7
111010;382;Bm7b5;B;m7b5;-7b5;half;m7
111014;382;E7;E;7;7;M;m7
111018;382;A-7;A;-7;-7;-;m7
111022;382;D7;D;7;7;M;m7
111026;382;Gj7;G;j7;j7;M;j7
111034;382;Gj7;G;j7;j7;M;j7
111038;382;G6;G;6;6;M;6
111040;383;NC;N;No Chord;C;none;none
111045;383;G7;G;7;7;M;m7
111049;383;C7;C;7;7;M;m7
111053;383;G7;G;7;7;M;m7
111057;383;C7;C;7;7;M;m7
111061;383;G7;G;7;7;M;m7
111065;383;C7;C;7;7;M;m7
111069;383;G7;G;7;7;M;m7
111073;383;C7;C;7;7;M;m7
111077;383;G7;G;7;7;M;m7
111081;383;C7;C;7;7;M;m7
111085;383;G7;G;7;7;M;m7
111089;383;C7;C;7;7;M;m7
111093;383;G7;G;7;7;M;m7
111097;383;C7;C;7;7;M;m7
111101;383;G7;G;7;7;M;m7
111105;383;C7;C;7;7;M;m7
111109;383;G7;G;7;7;M;m7
111113;383;C7;C;7;7;M;m7
111117;383;G7;G;7;7;M;m7
111121;383;C7;C;7;7;M;m7
111125;383;G7;G;7;7;M;m7
111129;383;C7;C;7;7;M;m7
111133;383;G7;G;7;7;M;m7
111137;383;C7;C;7;7;M;m7
111141;383;G7;G;7;7;M;m7
111145;383;C7;C;7;7;M;m7
111149;383;G7;G;7;7;M;m7
111153;383;C7;C;7;7;M;m7
111157;383;G7;G;7;7;M;m7
111161;383;C7;C;7;7;M;m7
111165;383;G7;G;7;7;M;m7
111169;383;C7;C;7;7;M;m7
111173;383;G7;G;7;7;M;m7
111177;383;C7;C;7;7;M;m7
111181;383;G7;G;7;7;M;m7
111185;383;C7;C;7;7;M;m7
111189;383;G7;G;7;7;M;m7
111193;383;C7;C;7;7;M;m7
111197;383;G7;G;7;7;M;m7
111201;383;C7;C;7;7;M;m7
111205;383;G7;G;7;7;M;m7
111209;383;C7;C;7;7;M;m7
111213;383;G7;G;7;7;M;m7
111217;383;C7;C;7;7;M;m7
111221;383;G7;G;7;7;M;m7
111225;383;C7;C;7;7;M;m7
111229;383;G7;G;7;7;M;m7
111233;383;C7;C;7;7;M;m7
111237;383;G7;G;7;7;M;m7
111238;384;NC;N;No Chord;C;none;none
111240;384;G7;G;7;7;M;m7
111244;384;C7;C;7;7;M;m7
111248;384;G7;G;7;7;M;m7
111252;384;C7;C;7;7;M;m7
111256;384;G7;G;7;7;M;m7
111260;384;C7;C;7;7;M;m7
111264;384;G7;G;7;7;M;m7
111268;384;C7;C;7;7;M;m7
111272;384;G7;G;7;7;M;m7
111276;384;C7;C;7;7;M;m7
111280;384;G7;G;7;7;M;m7
111284;384;C7;C;7;7;M;m7
